LTd_history,itv_LT,itv_LL,anm_develop_time,p_anm
"[-7.054994298517479e-05, -6.789323306287805e-05, -6.977214429696673e-05, -7.266007847770616e-05, -7.983280010702274e-05, -9.648178967200933e-05, -2.7262801713350462e-05, 5.416569475954511e-05]",-0.004493998596403178,-0.0808919747352572,18.0,0.003378066191729165
"[-7.466739863644775e-05, -7.054994298517479e-05, -6.789323306287805e-05, -7.356360717091875e-05, -7.497644582863654e-05, -9.434740422208415e-05, -3.323998602001915e-05, 4.942970927389426e-05]",-0.004493998596403178,-0.08538597333166037,19.0,0.003266641471503792
"[-7.364626908314163e-05, -7.466739863644775e-05, -7.054994298517479e-05, -6.977214429696673e-05, -7.376491643560685e-05, -9.004638335803391e-05, -3.41140458610095e-05, 4.4673409746277046e-05]",-0.004493998596403178,-0.08987997192806355,20.0,0.0032541883607628565
"[-7.205315216599875e-05, -7.364626908314163e-05, -7.466739863644775e-05, -6.789323306287805e-05, -7.143244621386748e-05, -8.306228084517967e-05, -3.7790635004857476e-05, 3.762528375756249e-05]",-0.004493998596403178,-0.09437397052446674,21.0,0.003306875348611162
"[-7.171389571443064e-05, -7.205315216599875e-05, -7.364626908314163e-05, -7.054994298517479e-05, -7.266007847770616e-05, -8.395197628362376e-05, -4.9580221205668776e-05, 3.2982898021609904e-05]",-0.004493998596403178,-0.09886796912086991,22.0,0.0035632017186281876
"[-7.242426991575332e-05, -7.171389571443064e-05, -7.205315216599875e-05, -7.466739863644775e-05, -7.356360717091875e-05, -8.275667066967304e-05, -6.4179016775789e-05, 3.250921240404116e-05]",-0.004493998596403178,-0.10336196771727309,23.0,0.003633345682679184
"[-7.58189764156804e-05, -7.242426991575332e-05, -7.171389571443064e-05, -7.364626908314163e-05, -6.977214429696673e-05, -8.156884495311429e-05, -7.52768738723345e-05, 2.1854936887808746e-05]",-0.004493998596403178,-0.10785596631367626,24.0,0.004154947407701652
"[-7.68378651899405e-05, -7.58189764156804e-05, -7.242426991575332e-05, -7.205315216599875e-05, -6.789323306287805e-05, -8.038187897892488e-05, -7.86787527870728e-05, -6.936077951442579e-06]",-0.004493998596403178,-0.11234996491007944,25.0,0.004667920015171177
"[-8.23304515995236e-05, -7.68378651899405e-05, -7.58189764156804e-05, -7.171389571443064e-05, -7.054994298517479e-05, -7.983280010702274e-05, -8.445128582384496e-05, -2.5869789562962014e-05]",-0.004493998596403178,-0.11684396350648261,26.0,0.0051229869357511705
"[-8.69061147033811e-05, -8.23304515995236e-05, -7.68378651899405e-05, -7.242426991575332e-05, -7.466739863644775e-05, -7.497644582863654e-05, -9.068631207608999e-05, -2.4016559959836226e-05]",-0.004493998596403178,-0.12133796210288579,27.0,0.0072872371113204635
"[-9.04047708362111e-05, -8.69061147033811e-05, -8.23304515995236e-05, -7.58189764156804e-05, -7.364626908314163e-05, -7.376491643560685e-05, -9.760627044151395e-05, -1.5458805420443318e-05]",-0.004493998596403178,-0.12583196069928898,28.0,0.008588657992587607
"[-0.00010175629132977223, -9.04047708362111e-05, -8.69061147033811e-05, -7.68378651899405e-05, -7.205315216599875e-05, -7.143244621386748e-05, -0.00010465301358050176, -1.6122812651513796e-05]",-0.004493998596403178,-0.13032595929569216,29.0,0.010183310719020046
"[-0.00010688740068688751, -0.00010175629132977223, -9.04047708362111e-05, -8.23304515995236e-05, -7.171389571443064e-05, -7.266007847770616e-05, -0.00010124417163595093, -1.2034008081232925e-05]",-0.004493998596403178,-0.13481995789209533,30.0,0.012913522296163927
"[-0.00011172636926398749, -0.00010688740068688751, -0.00010175629132977223, -8.69061147033811e-05, -7.242426991575332e-05, -7.356360717091875e-05, -9.606748657925245e-05, -1.771626643507023e-05]",-0.004493998596403178,-0.1393139564884985,31.0,0.01496437442194065
"[-0.0001179085974072305, -0.00011172636926398749, -0.00010688740068688751, -9.04047708362111e-05, -7.58189764156804e-05, -6.977214429696673e-05, -9.526327586915002e-05, -2.4359315806222043e-05]",-0.004493998596403178,-0.14380795508490168,32.0,0.012147223343798138
"[-0.00012188505565941637, -0.0001179085974072305, -0.00011172636926398749, -0.00010175629132977223, -7.68378651899405e-05, -6.789323306287805e-05, -9.640366043024872e-05, -2.8707273455173153e-05]",-0.004493998596403178,-0.14830195368130486,33.0,0.009234262499887257
"[-0.00011791303355466806, -0.00012188505565941637, -0.0001179085974072305, -0.00010688740068688751, -8.23304515995236e-05, -7.054994298517479e-05, -9.648178967200933e-05, -3.139174748770779e-05]",-0.004493998596403178,-0.15279595227770804,34.0,0.010067065114358228
"[-0.00011107560266137694, -0.00011791303355466806, -0.00012188505565941637, -0.00011172636926398749, -8.69061147033811e-05, -7.466739863644775e-05, -9.434740422208415e-05, -2.785638254860557e-05]",-0.004493998596403178,-0.1572899508741112,35.0,0.00720604973838521
"[-0.0001119206000829695, -0.00011107560266137694, -0.00011791303355466806, -0.0001179085974072305, -9.04047708362111e-05, -7.364626908314163e-05, -9.004638335803391e-05, -2.4778336173803458e-05]",-0.004493998596403178,-0.1617839494705144,36.0,0.006798167980695574
"[-0.00010404927267906378, -0.0001119206000829695, -0.00011107560266137694, -0.00012188505565941637, -0.00010175629132977223, -7.205315216599875e-05, -8.306228084517967e-05, -2.1278959720491878e-05]",-0.004493998596403178,-0.16627794806691756,37.0,0.0070090319365011975
"[-0.0001010354428440598, -0.00010404927267906378, -0.0001119206000829695, -0.00011791303355466806, -0.00010688740068688751, -7.171389571443064e-05, -8.395197628362376e-05, -1.6271081839414274e-05]",-0.004493998596403178,-0.17077194666332074,38.0,0.008386306927809017
"[-0.0001013446061435968, -0.0001010354428440598, -0.00010404927267906378, -0.00011107560266137694, -0.00011172636926398749, -7.242426991575332e-05, -8.275667066967304e-05, -1.5792616256018428e-05]",-0.004493998596403178,-0.17526594525972392,39.0,0.007302332273741304
"[-0.00010610958325998024, -0.0001013446061435968, -0.0001010354428440598, -0.0001119206000829695, -0.0001179085974072305, -7.58189764156804e-05, -8.156884495311429e-05, -9.108996058404849e-06]",-0.004493998596403178,-0.1797599438561271,40.0,0.006359060661407013
"[-0.00010325324664814784, -0.00010610958325998024, -0.0001013446061435968, -0.00010404927267906378, -0.00012188505565941637, -7.68378651899405e-05, -8.038187897892488e-05, -9.377156374131483e-06]",-0.004493998596403178,-0.1842539424525303,41.0,0.00614717002959863
"[-9.91508392596379e-05, -0.00010325324664814784, -0.00010610958325998024, -0.0001010354428440598, -0.00011791303355466806, -8.23304515995236e-05, -7.983280010702274e-05, -4.580826959248895e-06]",-0.004493998596403178,-0.18874794104893347,42.0,0.003914726462965186
"[-9.748085221928495e-05, -9.91508392596379e-05, -0.00010325324664814784, -0.0001013446061435968, -0.00011107560266137694, -8.69061147033811e-05, -7.497644582863654e-05, -4.266363830323795e-06]",-0.004493998596403178,-0.19324193964533665,43.0,0.0028867666474562226
"[-8.421610286171479e-05, -9.748085221928495e-05, -9.91508392596379e-05, -0.00010610958325998024, -0.0001119206000829695, -9.04047708362111e-05, -7.376491643560685e-05, -3.939079107881745e-06]",-0.004493998596403178,-0.19773593824173982,44.0,0.0033219134304382984
"[-6.997285150509334e-05, -8.421610286171479e-05, -9.748085221928495e-05, -0.00010325324664814784, -0.00010404927267906378, -0.00010175629132977223, -7.143244621386748e-05, -6.069797283902282e-06]",-0.004493998596403178,-0.202229936838143,45.0,0.003776221669084287
"[-7.245922622639873e-05, -6.997285150509334e-05, -8.421610286171479e-05, -9.91508392596379e-05, -0.0001010354428440598, -0.00010688740068688751, -7.266007847770616e-05, -6.873082635047159e-06]",-0.004493998596403178,-0.20672393543454617,46.0,0.0038304371604021715
"[-7.806341981585314e-05, -7.245922622639873e-05, -6.997285150509334e-05, -9.748085221928495e-05, -0.0001013446061435968, -0.00011172636926398749, -7.356360717091875e-05, -9.405930150548375e-07]",-0.004493998596403178,-0.21121793403094935,47.0,0.003922761985240662
"[-7.912342582989677e-05, -7.806341981585314e-05, -7.245922622639873e-05, -8.421610286171479e-05, -0.00010610958325998024, -0.0001179085974072305, -6.977214429696673e-05, -2.9330729110624674e-06]",-0.004493998596403178,-0.21571193262735253,48.0,0.0042105292677953625
"[-8.011767503335193e-05, -7.912342582989677e-05, -7.806341981585314e-05, -6.997285150509334e-05, -0.00010325324664814784, -0.00012188505565941637, -6.789323306287805e-05, -1.6597011832420078e-05]",-0.004493998596403178,-0.2202059312237557,49.0,0.003319691946222379
"[-8.279468526283718e-05, -8.011767503335193e-05, -7.912342582989677e-05, -7.245922622639873e-05, -9.91508392596379e-05, -0.00011791303355466806, -7.054994298517479e-05, -2.7262801713350462e-05]",-0.004493998596403178,-0.22469992982015888,50.0,0.003600153648159242
"[-7.459926813014971e-05, -8.279468526283718e-05, -8.011767503335193e-05, -7.806341981585314e-05, -9.748085221928495e-05, -0.00011107560266137694, -7.466739863644775e-05, -3.323998602001915e-05]",-0.004493998596403178,-0.22919392841656205,51.0,0.003517570276425471
"[-7.618965282051673e-05, -7.459926813014971e-05, -8.279468526283718e-05, -7.912342582989677e-05, -8.421610286171479e-05, -0.0001119206000829695, -7.364626908314163e-05, -3.41140458610095e-05]",-0.004493998596403178,-0.23368792701296523,52.0,0.004719515671157933
"[-7.545049291345727e-05, -7.618965282051673e-05, -7.459926813014971e-05, -8.011767503335193e-05, -6.997285150509334e-05, -0.00010404927267906378, -7.205315216599875e-05, -3.7790635004857476e-05]",-0.004493998596403178,-0.2381819256093684,53.0,0.005558407329104164
"[-8.680828658238811e-05, -7.545049291345727e-05, -7.618965282051673e-05, -8.279468526283718e-05, -7.245922622639873e-05, -0.0001010354428440598, -7.171389571443064e-05, -4.9580221205668776e-05]",-0.004493998596403178,-0.24267592420577158,54.0,0.005353250179308761
"[-9.28165321577973e-05, -8.680828658238811e-05, -7.545049291345727e-05, -7.459926813014971e-05, -7.806341981585314e-05, -0.0001013446061435968, -7.242426991575332e-05, -6.4179016775789e-05]",-0.004493998596403178,-0.24716992280217476,55.0,0.004789204685222711
"[-9.233349405440653e-05, -9.28165321577973e-05, -8.680828658238811e-05, -7.618965282051673e-05, -7.912342582989677e-05, -0.00010610958325998024, -7.58189764156804e-05, -7.52768738723345e-05]",-0.004493998596403178,-0.25166392139857796,56.0,0.004171755892323603
"[-8.886516782584913e-05, -9.233349405440653e-05, -9.28165321577973e-05, -7.545049291345727e-05, -8.011767503335193e-05, -0.00010325324664814784, -7.68378651899405e-05, -7.86787527870728e-05]",-0.004493998596403178,-0.2561579199949811,57.0,0.004458210646644383
"[-8.382710436430607e-05, -8.886516782584913e-05, -9.233349405440653e-05, -8.680828658238811e-05, -8.279468526283718e-05, -9.91508392596379e-05, -8.23304515995236e-05, -8.445128582384496e-05]",-0.004493998596403178,-0.2606519185913843,58.0,0.0038756336270209255
"[-8.522530424245021e-05, -8.382710436430607e-05, -8.886516782584913e-05, -9.28165321577973e-05, -7.459926813014971e-05, -9.748085221928495e-05, -8.69061147033811e-05, -9.068631207608999e-05]",-0.004493998596403178,-0.26514591718778746,59.0,0.004716124729839885
"[-8.068802356837472e-05, -8.522530424245021e-05, -8.382710436430607e-05, -9.233349405440653e-05, -7.618965282051673e-05, -8.421610286171479e-05, -9.04047708362111e-05, -9.760627044151395e-05]",-0.004493998596403178,-0.26963991578419066,60.0,0.009957133651472069
"[-8.689264433628925e-05, -8.068802356837472e-05, -8.522530424245021e-05, -8.886516782584913e-05, -7.545049291345727e-05, -6.997285150509334e-05, -0.00010175629132977223, -0.00010465301358050176]",-0.004493998596403178,-0.2741339143805938,61.0,0.021079798143978225
"[-0.00011034066503697329, -8.689264433628925e-05, -8.068802356837472e-05, -8.382710436430607e-05, -8.680828658238811e-05, -7.245922622639873e-05, -0.00010688740068688751, -0.00010124417163595093]",-0.004493998596403178,-0.278627912976997,62.0,0.023426207595342856
"[-0.00012845741945536343, -0.00011034066503697329, -8.689264433628925e-05, -8.522530424245021e-05, -9.28165321577973e-05, -7.806341981585314e-05, -0.00011172636926398749, -9.606748657925245e-05]",-0.004493998596403178,-0.28312191157340016,63.0,0.02081302021927869
"[-0.00013237963230041777, -0.00012845741945536343, -0.00011034066503697329, -8.068802356837472e-05, -9.233349405440653e-05, -7.912342582989677e-05, -0.0001179085974072305, -9.526327586915002e-05]",-0.004493998596403178,-0.28761591016980337,64.0,0.02357553494737839
"[-0.00013086675371800076, -0.00013237963230041777, -0.00012845741945536343, -8.689264433628925e-05, -8.886516782584913e-05, -8.011767503335193e-05, -0.00012188505565941637, -9.640366043024872e-05]",-0.004493998596403178,-0.29210990876620657,65.0,0.043437312454304544
"[-0.00013281643379843954, -0.00013086675371800076, -0.00013237963230041777, -0.00011034066503697329, -8.382710436430607e-05, -8.279468526283718e-05, -0.00011791303355466806, -9.648178967200933e-05]",-0.004493998596403178,-0.2966039073626097,66.0,0.09958744905440466
"[-0.00014419108851924388, -0.00013281643379843954, -0.00013086675371800076, -0.00012845741945536343, -8.522530424245021e-05, -7.459926813014971e-05, -0.00011107560266137694, -9.434740422208415e-05]",-0.004493998596403178,-0.3010979059590129,67.0,0.14250692471643828
"[-0.0001600760844766458, -0.00014419108851924388, -0.00013281643379843954, -0.00013237963230041777, -8.068802356837472e-05, -7.618965282051673e-05, -0.0001119206000829695, -9.004638335803391e-05]",-0.004493998596403178,-0.30559190455541607,68.0,0.26613319297629956
"[-0.00016822973929735656, -0.0001600760844766458, -0.00014419108851924388, -0.00013086675371800076, -8.689264433628925e-05, -7.545049291345727e-05, -0.00010404927267906378, -8.306228084517967e-05]",-0.004493998596403178,-0.3100859031518193,69.0,0.37806750446636966
"[-0.00018014110127473706, -0.00016822973929735656, -0.0001600760844766458, -0.00013281643379843954, -0.00011034066503697329, -8.680828658238811e-05, -0.0001010354428440598, -8.395197628362376e-05]",-0.004493998596403178,-0.3145799017482224,70.0,0.37896352214839446
"[-0.0001885067370606627, -0.00018014110127473706, -0.00016822973929735656, -0.00014419108851924388, -0.00012845741945536343, -9.28165321577973e-05, -0.0001013446061435968, -8.275667066967304e-05]",-0.004493998596403178,-0.3190739003446256,71.0,0.4893129423398918
"[-0.00018992763945884205, -0.0001885067370606627, -0.00018014110127473706, -0.0001600760844766458, -0.00013237963230041777, -9.233349405440653e-05, -0.00010610958325998024, -8.156884495311429e-05]",-0.004493998596403178,-0.3235678989410288,72.0,0.5656452843213726
"[-0.00019557549830221898, -0.00018992763945884205, -0.0001885067370606627, -0.00016822973929735656, -0.00013086675371800076, -8.886516782584913e-05, -0.00010325324664814784, -8.038187897892488e-05]",-0.004493998596403178,-0.328061897537432,73.0,0.5995029846979856
"[-0.00020007531208866928, -0.00019557549830221898, -0.00018992763945884205, -0.00018014110127473706, -0.00013281643379843954, -8.382710436430607e-05, -9.91508392596379e-05, -7.983280010702274e-05]",-0.004493998596403178,-0.3325558961338351,74.0,0.6465812202825407
"[-0.000202417504930156, -0.00020007531208866928, -0.00019557549830221898, -0.0001885067370606627, -0.00014419108851924388, -8.522530424245021e-05, -9.748085221928495e-05, -7.497644582863654e-05]",-0.004493998596403178,-0.33704989473023833,75.0,0.6517321007203275
"[-0.0002050639136734279, -0.000202417504930156, -0.00020007531208866928, -0.00018992763945884205, -0.0001600760844766458, -8.068802356837472e-05, -8.421610286171479e-05, -7.376491643560685e-05]",-0.004493998596403178,-0.3415438933266415,76.0,0.7133669603699209
"[-0.00020576715349850038, -0.0002050639136734279, -0.000202417504930156, -0.00019557549830221898, -0.00016822973929735656, -8.689264433628925e-05, -6.997285150509334e-05, -7.143244621386748e-05]",-0.004493998596403178,-0.3460378919230447,77.0,0.6843140413800292
"[-0.0002090068040924017, -0.00020576715349850038, -0.0002050639136734279, -0.00020007531208866928, -0.00018014110127473706, -0.00011034066503697329, -7.245922622639873e-05, -7.266007847770616e-05]",-0.004493998596403178,-0.35053189051944783,78.0,0.7459981235447001
"[-0.00020807483208920585, -0.0002090068040924017, -0.00020576715349850038, -0.000202417504930156, -0.0001885067370606627, -0.00012845741945536343, -7.806341981585314e-05, -7.356360717091875e-05]",-0.004493998596403178,-0.35502588911585103,79.0,0.669206116834185
"[-0.0002111845909641369, -0.00020807483208920585, -0.0002090068040924017, -0.0002050639136734279, -0.00018992763945884205, -0.00013237963230041777, -7.912342582989677e-05, -6.977214429696673e-05]",-0.004493998596403178,-0.3595198877122542,80.0,0.6408249137026041
"[-0.00020775023968016402, -0.0002111845909641369, -0.00020807483208920585, -0.00020576715349850038, -0.00019557549830221898, -0.00013086675371800076, -8.011767503335193e-05, -6.789323306287805e-05]",-0.004493998596403178,-0.3640138863086574,81.0,0.6433783904419416
"[-0.0002057243440067667, -0.00020775023968016402, -0.0002111845909641369, -0.0002090068040924017, -0.00020007531208866928, -0.00013281643379843954, -8.279468526283718e-05, -7.054994298517479e-05]",-0.004493998596403178,-0.3685078849050606,82.0,0.5138575540048012
"[-0.00020545710682879154, -0.0002057243440067667, -0.00020775023968016402, -0.00020807483208920585, -0.000202417504930156, -0.00014419108851924388, -7.459926813014971e-05, -7.466739863644775e-05]",-0.004493998596403178,-0.37300188350146374,83.0,0.39176642135297335
"[-0.0001995263581053914, -0.00020545710682879154, -0.0002057243440067667, -0.0002111845909641369, -0.0002050639136734279, -0.0001600760844766458, -7.618965282051673e-05, -7.364626908314163e-05]",-0.004493998596403178,-0.37749588209786694,84.0,0.31573586475862664
"[-0.00019269823083244448, -0.0001995263581053914, -0.00020545710682879154, -0.00020775023968016402, -0.00020576715349850038, -0.00016822973929735656, -7.545049291345727e-05, -7.205315216599875e-05]",-0.004493998596403178,-0.3819898806942701,85.0,0.42465910279473845
"[-0.00018735144973988595, -0.00019269823083244448, -0.0001995263581053914, -0.0002057243440067667, -0.0002090068040924017, -0.00018014110127473706, -8.680828658238811e-05, -7.171389571443064e-05]",-0.004493998596403178,-0.3864838792906733,86.0,0.5513390384732874
"[-0.0001918952571592564, -0.00018735144973988595, -0.00019269823083244448, -0.00020545710682879154, -0.00020807483208920585, -0.0001885067370606627, -9.28165321577973e-05, -7.242426991575332e-05]",-0.004493998596403178,-0.39097787788707644,87.0,0.6966758919334566
"[-0.00019864896025605452, -0.0001918952571592564, -0.00018735144973988595, -0.0001995263581053914, -0.0002111845909641369, -0.00018992763945884205, -9.233349405440653e-05, -7.58189764156804e-05]",-0.004493998596403178,-0.39547187648347965,88.0,0.7776539528688249
"[-0.0002067900059001359, -0.00019864896025605452, -0.0001918952571592564, -0.00019269823083244448, -0.00020775023968016402, -0.00019557549830221898, -8.886516782584913e-05, -7.68378651899405e-05]",-0.004493998596403178,-0.3999658750798828,89.0,0.915134976938221
"[-0.00021267214174379158, -0.0002067900059001359, -0.00019864896025605452, -0.00018735144973988595, -0.0002057243440067667, -0.00020007531208866928, -8.382710436430607e-05, -8.23304515995236e-05]",-0.004493998596403178,-0.404459873676286,90.0,0.9095774929591303
"[-0.00022517183222949184, -0.00021267214174379158, -0.0002067900059001359, -0.0001918952571592564, -0.00020545710682879154, -0.000202417504930156, -8.522530424245021e-05, -8.69061147033811e-05]",-0.004493998596403178,-0.40895387227268915,91.0,0.9796489815817391
